,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,title,url,Listing Month,Listing Year,Zipcode
12856,87,0,4,Austin,16-Apr,"This private, quiet, 800 sq. ft. studio apartment has a Lake Travis view from the kitchen window and is located close to Mansfield Dam park, watercraft rentals, and margaritas at the Oasis. Only 30 min. to downtown Austin. The bathroom has a tub/shower, toilet and sink. The kitchen has stone counter top, full-size refrigerator, microwave, dishwasher, gas stove, pans and utensils. You will enjoy the cable TV and ultra high speed 300 Mbps wireless internet. You may park in the garage too!","Quiet, Comfy Garage Apartment",https://www.airbnb.com/rooms/13128065?location=Bee%20Cave%2C%20TX,April,2016,[78734]
12864,300,3,3,Austin,12-Sep,"Large, affordable 3/2 condo - a short walk to great restaurants, 4 bar districts, shopping, mass transit, The convention center, music venues, hike and bike trails, and all the major downtown hotels. Perfect for business travelers or just a leisure visit to Austin. : See full description below; concierge service available)",Perfect 4 Executives/Professionals,https://www.airbnb.com/rooms/690984?location=Brazos%20River%2C%20TX,September,2012,[78701]
12867,23,1,8,Austin,17-May,"3 minute drive to Mopac and 15 minutes to Downtown, close to Bike Trails and Lady Bird Johnson's Bird Park. My place is a 5 minute walk to boutique-style Escarpment Village Shopping with grocery, a Starbucks, higher end dining, or grab an ice cream or burger.\n\nYou’ll enjoy the coziness of the private master bedroom, private bath, and French door entry to the sun room, with view of beautiful trees in backyard. My place is great for couples, solo adventurers, or business travelers.",Spacious Private guest room w/sunroom - woman only,https://www.airbnb.com/rooms/18868758?location=Bee%20Cave%2C%20TX,May,2017,[78749]
12876,250,1,8,Austin,17-Jan,Unique suite located on a 2 acre waterfront property. Great for a weekend getaway or if you're just in town for a visit. Plenty of outdoor space and multiple hammocks around the property. Isolated and private. Walk to the water and enjoy the views and waterfront breeze.,Beach House @ The Cove BNB - 2B1B,https://www.airbnb.com/rooms/16830532?location=Bee%20Cave%2C%20TX,January,2017,[78734]
12883,70,1,8,Austin,15-Feb,"Private rm in 2bd apartment,walking distance to downtown &amp; Zilker Park! (Festival friendly!) Close to Riverside\n\nPersonal balcony with amazing view of the city. Includes: Pool, BBQ, &amp; 3rd story deck. \n\nQueen sized bed w/ air mattresses available.",Private Rm near SoCo - Walk to DT!,https://www.airbnb.com/rooms/5283977?location=Brazos%20River%2C%20TX,February,2015,[78704]
12885,275,3,6,Austin,14-May,"This renovated and spacious 3 bedroom/2 bath home is designed for comfort and entertaining in a safe family neighborhood just 15 minutes south of downtown Austin. There is a peaceful master suite with king bed and double bath vanities as well as 2 queens, a twin, crib, and air mattress in other rooms. You'll feel at home with the comfy beds, over-sized L-shaped couch, fully stocked kitchen, and big beautiful yard with lots of games and amenities.",Tranquil South Austin Gem -Big Yard,https://www.airbnb.com/rooms/3121477?location=Buda%2C%20TX,May,2014,[78745]
12888,70,1,8,Cedar Park,15-Jul,"The Lavendar room has a queen sized bed and a roll away twin bed if needed to accommodate 3 people. This room is upper level and overlooks the back yard. The bathroom has tub/shower. Enjoy a big country breakfast before exploring Austin. FYI, if more space is needed, I have another room which accommodates two more persons and another area that sleeps one more individual. The entire loft can accommodate 6 persons comfortably. Each area must be reserved separately. Thanks for considerig my B &amp; B.","Lavendar Room, Bed and Breakfast near Austin, TX",https://www.airbnb.com/rooms/8411784?location=Bertram%2C%20TX,July,2015,[78613]
12889,405,3,4,Austin,14-Aug,"This modern/vintage east side downtown home is fully remodeled and within walking distance to some of SXSW, the hottest bars, restaurants, events, grocery stores, UT and yoga studios of Austin. Stunning kitchen and back yard with view of downtown Austin. We recently refinished the original wood floors in the bedrooms that gives an extra pop of warmth when you walk in.",Downtown Eastside Upgraded Home!,https://www.airbnb.com/rooms/3760974?location=Brazos%20River%2C%20TX,August,2014,[78702]
12897,45,1,9,Pflugerville,16-Dec,"A private bedroom and bathroom situated close to downtown, fairgrounds, and other cool Texas sites! Queen size, memory foam mattress will cradle you to sleep after a day of wine tasting in the hill country, playing in Lake Travis, or partying on 6th Street!",Play hard.. Relax here! Close to all the fun!,https://www.airbnb.com/rooms/17125343?location=Bastrop%20County%2C%20TX,December,2016,[78660]
12923,38,0,6,Austin,14-May,"Airstream is one of our 10+ AirBnB units for rent at the Community First Village, a 27-acre master planned community for the homeless in East Austin.\nThere's nearby individual-style bathhouse and outdoor kitchen. Gardens, chickens, goats, donkeys, bees, blacksmithing, timberframing and more are all happening right outside your window. It's a Village for the chronically homeless that is visited by thousands annually who come to experience the Village through our AirBnB as well as volunteer work!",Airstream at MLF Community First Village,https://www.airbnb.com/rooms/17624098?location=Bastrop%20County%2C%20TX,May,2014,[78724]
12931,39,1,4,Austin,16-Jan,"Its the right size for a short stay with privacy. Three doors give you your own entrance so not to disturb the house. Backyard, kitchen, living room and washer/dryer access.\n\nClose to the Domain, public transit (bus), and a bicycle is available for you to use, if you wish.\n \nA cat and dog will be happy to see you and any of your four-legged companions.\n\nPlease read our house manual and house rules before you arrive. :)",1bed+1 bath+Relaxing Dragonfly Cove,https://www.airbnb.com/rooms/10744488?location=Austin%2C%20TX,January,2016,[78758]
12981,275,3,8,Austin,15-Jul,"Updated, comfy and convenient duplex centrally located in peaceful Zilkerhood, blocks from Zilker Park, Barton Springs, Hike and Bike trail, amazing local music, Austin's best restaurants and much more.",3bdrm 2 bath in the heart of Austin,https://www.airbnb.com/rooms/8148123?location=Austin%2C%20TX,July,2015,[78704]
12983,78,0,9,Austin,16-Jun,"A cozy indoor ambiance with fun outdoor activities makes for a great place to stay in Austin! My 1 bed/ 1 bath condo features a very comfy memory foam bed, unique art pieces, WIFI, Netflix &amp; Hulu, lots of kitchen gadgets, and games! Two guests can sleep on the fold-out couch.\n\nOutside the back deck is a green space with a sportscourt and a connector path to 5 mi of trails in the South Hills Conservation Area. Guests may also access the pool.\n\nWelcoming to ALL!",Austin Fun - Inside & Outside - Sleeps 4,https://www.airbnb.com/rooms/17332354?location=Austin%2C%20TX,June,2016,[78745]
12989,499,3,9,Austin,15-Dec,"Nestled in the hills of Westlake, our home is located in one of THE most convenient, safe and beautiful neighborhoods of Austin, TX. Only 15 minutes from airport. Zilker Park, Barton Springs, and downtown Austin are approx. 5 minutes away. Walk to coffee shops, grocery store, and parks. Home is also steps away from BUS LINE 30. You’ll love it because of the PRIME LOCATION and the privacy decks which back to greenbelt. Our place is good for couples, business travelers, and families (with kids).",SXSW - 5 Minutes to Downtown! Walk to Cafe/Shops!,https://www.airbnb.com/rooms/14733271?location=Bee%20Cave%2C%20TX,December,2015,[78746]
12992,250,3,4,Austin,12-Jun,"Our home is on the east side of Austin in a wonderfully eclectic neighborhood. We have a very convenient location for getting to all parts of Austin - we are only 7 miles from downtown, and we live by a highway that connects to both south and north Austin. If you are looking to tour any small town barbeque, we are less than 30 minutes away from Elgin and Manor.\r\n\r\nWe have 3 bedrooms and 3 bathrooms. Some other features include: large kitchen; yoga/reading room; master bedroom with king sized bed; guest bedroom with queen sized bed; air mattress for extra sleeping capacity; 55\",Beautiful Modern Home-East Austin,https://www.airbnb.com/rooms/541267?location=Bastrop%20County%2C%20TX,June,2012,[78724]
13044,100,0,5,Austin,9-Dec,"Detached guest studio with private entrance, full kitchen, full bath, and walk-in closet is located in the hip Holly neighborhood of East Austin. It's 1.5mi from downtown, 1.5mi to E. 6th St bars, 1.1 mi to Rainey St, and 3 blocks to Lady Bird Lake",Eastside Guest Studio near Lake,https://www.airbnb.com/rooms/1880094?location=Austin%2C%20TX,December,2009,[78702]
13047,35,1,7,Austin,17-Jan,"Our place is very quiet and clean. Comfy queen sized bed and black-out curtain on the window so you can sleep in without with sun waking you.\n\nWe are off the beaten path, in a quiet neighborhood east of Austin. A short drive 15-30 minutes (depending on where you are headed and when) to a ton of great Austin sites and sounds. \n\nOur place is perfect if you are looking for a comfortable, clean, quiet private room.","Comfy, Quiet Private Room with Late Check-Out",https://www.airbnb.com/rooms/16827574?location=Bastrop%20County%2C%20TX,January,2017,[78725]
13111,35,1,4,Austin,14-Aug,The room is a spacious loft with a large walk in closet. You have your own private bathroom downstairs with a tub/shower and lots of storage space!,Private loft and bathroom,https://www.airbnb.com/rooms/17591537?location=Austin%2C%20TX,August,2014,[78749]
13130,119,2,8,Austin,16-Sep,"Our 2 bedroom, 1 bathroom townhome is the perfect oasis for couples, business travelers, or families visiting the live music capital of the world! It is recently renovated with top of the line amenities including a fully equipped kitchen, a full size washer and dryer, a dishwasher, memory foam mattresses, luxury sheeting, and ultra modern bathroom with a rain shower head.\n\nPerfectly appointed for both casual and business travelers with wireless internet, Hulu Plus, and Netflix on a Smart TV.",Stylish Austin Getaway for Casual & Biz Travelers,https://www.airbnb.com/rooms/15207953?location=Austin%2C%20TX,September,2016,[78704]
13132,45,1,7,Austin,16-Apr,"My goal is to make sure our guests feel comfortable. The room is cozy and has a TV with Roku for Netflix / Hulu. We also provide a high quality of hospitality towels for your use. The location is unbeatable, Convenient to Hwy. 290, Hwy. 183 and SH-130. Only 10 miles to the University of Texas, 20 min to downtown and to the airport.\n\nWe use a key less access, you don't have to carry a key. You will be given a code the day you booked the room. You are welcome to use the kitchen and living room",Cozy and peaceful space in Northeast Austin,https://www.airbnb.com/rooms/16583637?location=Bastrop%20County%2C%20TX,April,2016,[78754]
13139,50,1,7,Austin,14-Oct,"Cozy corner bedroom upstairs with view to woodsy green backyard. Full desk with slide out tray for computer and keyboard, with wi-fi. Futon sleeps two. Large walk-in closet. Adjacent to (potentially shared) double-sink bathroom with tub.",Futon w Music Memorabilia B & BBQ,https://www.airbnb.com/rooms/4279738?location=Austin%2C%20TX,October,2014,[78748]
13143,75,1,6,Austin,16-Jan,"Hard wood floors and original real wood paneling from the 60s make this home a true gem! Located in South Austin near S. First, access to food trailers and downtown is easy. We live easy here, no stress, just good food, good people and good times.",Excellent base camp for Austin fun,https://www.airbnb.com/rooms/10576585?location=Austin%2C%20TX,January,2016,[78704]
13217,92,1,2,Austin,16-Sep,"This beautiful cozy apartment is all yours!! Granite counters, garden tub, quaint patio. Complete with wifi. Bed sleeps 2, but room for air mattress. Feel free to use the pool, hot tub and gym in our safe gated community.\n\nDetails for entry are not given until it is available, for the safety of previous guests.",Alena's Hideaway,https://www.airbnb.com/rooms/15633182?location=Austin%2C%20TX,September,2016,[78744]
13252,122,1,8,Austin,15-Oct,"Spare room in our home at 2nd &amp; Medina. Walk to East 6th, downtown, Rainey, and the convention center.\n\nFree bikes for use! (Save $28.50/bike/day over renting)\n\nFree Airbnb credit if you're new: \nhttps://www.airbnb.com/r/alisham120?s=8&amp;i=",6 min Walk to 6th (w/ free bikes!),https://www.airbnb.com/rooms/9301886?location=Austin%2C%20TX,October,2015,[78702]
13290,39,1,2,Austin,15-Feb,"This large master suite has a king size bed, and huge closet. Private bathroom with garden tub and separate shower. 7.5 miles from COTA, 10 miles from downtown. 10 mins walk to bus #333. Full sized futon bed available for 3rd and 4th guest.",Master Suite,https://www.airbnb.com/rooms/5455707?location=Austin%2C%20TX,February,2015,[78747]
13329,220,1,7,Austin,16-Sep,"Our Big Red Texas Barn is a great way to enjoy a fun &amp; funky Texas experience for any adventures in Austin. We are just outside the Austin city limits (Click the +More Button to see distances to many popular destinations -- 11 miles to Downtown), but also convenient to many Hill Country adventures as well. We have hosted singles, couples, families, groups of friends &amp; parties large and small. Read complete description to see if the barn should be your home base for any special occasion in ATX.","Real Texas Barn, country charm, city convenience",https://www.airbnb.com/rooms/15208027?location=Bee%20Cave%2C%20TX,September,2016,[78736]
13348,25,1,9,Austin,17-Mar,"Small, quiet, cozy home in East Austin! You will have your own bedroom with a queen size bed for 2, and you will share the guest bathroom with my roommate (whenever he is home). The home is located 20 minutes from the airport; 13 minutes from the MLK Train station to hit downtown; 21 minutes from Downtown Austin to get your dance on! 16 min from COTA! Come enjoy the laid back atmosphere of my house!\n\nAll respectful people from all different backgrounds are welcome to stay at La Casa De Dre.","Stress free, laid back, chill spot in East Austin!",https://www.airbnb.com/rooms/17636612?location=Austin%2C%20TX,March,2017,[78724]
13368,129,2,8,Austin,17-Jan,"Austin's Original Tiny Home Hotel and Oak Forest RV Resort is located in a quiet setting that still has that Austin vibe everyone talks about. In our beautiful park we have plenty of shade provided by natural oak trees ready for you to sit back and enjoy! Our pool and hot tub area is the perfect get away for your family and friends and if that's not enough we also have a picnic area that contains a gorgeous fire pit, bocce ball and a ping pong table. Come out and see what the buzz is about!",Austin’s Original Tiny Home Hotel The Sabine E-15,https://www.airbnb.com/rooms/17093828?location=Bastrop%20County%2C%20TX,January,2017,[78724]
13384,175,1,9,Austin,13-Jan,"My condo is the perfect space for your stay. We are in the heart of the South Lamar (SoLa) district, right across the street from the very popular Snooze eatery, within walking distance to Zilker Park, Barton Springs Pool, Auditorium Shores, the Long Center, Alamo Drafthouse, and more. With a pool, patio, grill, cable TV, full kitchen, and king sized bed, we're your home away from home. My place is good for couples, solo adventurers, and business travelers. We'd love to host you!",Condo in SoLamar district near music & food scene,https://www.airbnb.com/rooms/17544090?location=Austin%2C%20TX,January,2013,[78704]
13415,52,1,7,Austin,15-Mar,"I love my home because it is in a quiet small neighborhood (just 5 miles south of downtown) but still very close to the festivities this city has to offer. Guests will have access to the kitchen, upstairs bedroom, and private bathroom. My bedroom is downstairs so guests will pretty much have the upstairs to themselves, so it is quite private. I love to interact and socialize with guests but I also respect privacy.",Modern Home 5 miles South of DT,https://www.airbnb.com/rooms/12107296?location=Austin%2C%20TX,March,2015,[78745]
13419,58,2,8,Austin,17-Apr,"Awesome place to hang your head just north of downtown in Austin Texas! \n\nThe house is only a 5 minute drive to Barton Springs pool, Downtown, Castle hill, Wahoo's, the greenbelt and lake Austin!\n\nAlso be sure to get some of the best BBQ in Austin at Rudy's!",Cozy 2br+2ba Austin home! 5 min to downtown!,https://www.airbnb.com/rooms/18378314?location=Austin%2C%20TX,April,2017,[78756]
13421,325,1,6,Austin,15-Mar,"Private guest house 12 miles to downtown 30 min to airport and Circuit of the Americas. Peaceful place to relax and recharge after a long day of work or play! Enjoy the pool, lounge area &amp; heated spa. High quality fresh linens &amp; bedding,sleeps 7.",Luxury guest house w/pool & spa,https://www.airbnb.com/rooms/7730776?location=Bee%20Cave%2C%20TX,March,2015,[78738]
13422,85,0,6,Austin,11-Mar,A garage conversion... at 350 square feet (+/-) it's a \,East Central / UT / Downtown,https://www.airbnb.com/rooms/5303366?location=Austin%2C%20TX,March,2011,[78722]
13582,130,1,10,Austin,15-Feb,"Beautiful, modern home in Westlake Hills. Views of Wild Basin off the expansive 123' deck. \n************Approximately 6 miles to downtown Austin.**************\nAdditional room (one) in my home is viewable via my profile.",It's All About the Views - 6 mil to D/T,https://www.airbnb.com/rooms/8592877?location=Austin%2C%20TX,February,2015,[78746]
13629,64,1,3,Austin,16-Dec,"South Austin Gem near Stephenson Nature Preserve, coffee shops, bowling alley, bus line. SOco, Solo, South 1st. Beautiful high ceilings with natural lighting. Spacious, yet SO cozy.",South Austin Gem,https://www.airbnb.com/rooms/16215798?location=Austin%2C%20TX,December,2016,[78745]
13630,49,1,7,Austin,15-Jul,Instant Book=fine til 11pm HIT THE RED! +Later arrivals are fine! 3 blocks from Lamar \,Room near Downtown(Whole Foods Market) on River!!!,https://www.airbnb.com/rooms/8654439?location=Austin%2C%20TX,July,2015,[78704]
13643,40,1,5,Austin,14-Mar,"Super cute brand new house in east Austin. Close to bike trails to downtown Austin, and located exactly 6 miles from the capitol. An Uber home cost about 12-15$ from bars downtown (if not surging).",Cute room in East Austin,https://www.airbnb.com/rooms/11548225?location=Bastrop%20County%2C%20TX,March,2014,[78724]
13649,149,1,3,Austin,16-Aug,"The house is great for couples, University guests, visitors &amp; business travelers. Located minutes away from Austin's best attractions, including the University of Texas, east &amp; central Austin restaurants &amp; downtown activities.\nIn a private setting, there are two open air patios to enjoy the breeze, greenery, views of UT, the Capitol, &amp; Downtown.\nMedia room has a queen sleeper sofa.\nMaster bedroom has a separate work space/storage room. \nDownstairs living room has a 4k smart TV w/WIFI.",Casa Lado Este,https://www.airbnb.com/rooms/14773140?location=Austin%2C%20TX,August,2016,[78702]
13658,45,1,5,Austin,16-Feb,"Hey travelers and graduate friends! We're very close to UT!\n10-30 mins from the airport, downtown, Zilker Park, Barton Springs, Lady Bird Lake, I-35, and other Austin hot spots! Nearby bus/metro routes for easy transport.","Austin Abode, Minutes to Downtown!",https://www.airbnb.com/rooms/11510915?location=Austin%2C%20TX,February,2016,[78741]
13679,40,1,4,Austin,16-Sep,"You’ll love my place; clean, nicely decorated, quiet neighborhood. I am close to the Austin Airport, the COTA F1 Race Track, and an easy drive to the Downtown Austin Music Scene. My place is good for couples.",Lannie's Place Bedroom 1,https://www.airbnb.com/rooms/15281219?location=Bastrop%20County%2C%20TX,September,2016,[78725]
13685,90,1,9,Austin,12-May,"Easy access to downtown, Convention Center, Rainey St, and E. 6th St. Plenty of street parking, but no car is really needed. Our place is great for couples, solo adventurers, and business travelers.\n\nThis is a great spot if you're looking for a quiet, clean place to stay with all the amenities of downtown. We have a dog that is very friendly and she offers belly rubs for free!",New Home: Private Room and Easy Walk to Downtown,https://www.airbnb.com/rooms/5280717?location=Austin%2C%20TX,May,2012,[78702]
13730,60,1,8,Austin,14-Apr,"Cute home just east of Austin. Super close to the airport and Circuit of the Americas. Perfect location to be away from the hustle and bustle of the city, but close enough to enjoy all Austin has to offer.",Private room - Close to airport and COTA,https://www.airbnb.com/rooms/13122379?location=Bastrop%20County%2C%20TX,April,2014,[78617]
13760,139,1,5,Austin,17-Jan,"A one bedroom suite with xtra Queen Bed. Unit is fully separate,private entrance/patio\nPerfect for a quick getaway or if you're just in town for a visit. comes w/ full kitchen, Bathroom, washer/dryer. Come enjoy the breathtaking views and tranquility of Lake Travis. Located on a quiet dead end street, it doesn't get better than this. Plenty of outdoor space for you and your four legged friends. We offer wifi, awesome Pool, grill, Hammock on a private patio overlooking the Lake, parking, Coffee",Lake Travis Suite - 2B1B,https://www.airbnb.com/rooms/16618115?location=Bee%20Cave%2C%20TX,January,2017,[78734]
13796,219,1,5,Austin,11-May,This private Guest Apartment overlooks Lake Austin from Mount Bonnell. Just 5 miles west of downtown Austin. This modern 500 sq. ft. 1 BR /1 BA Apartment is a great central location from which you can enjoy all Austin has to offer.,Amazing View overlooks Lake Austin!,https://www.airbnb.com/rooms/2357311?location=Austin%2C%20TX,May,2011,[78731]
13813,135,1,5,Austin,13-Sep,"Private, comfortable studio close to downtown and Barton Springs. The queen Murphy bed is super comfortable and there is a fridge and microwave for snacks and beer. The skylights let in lots of natural light and give the space a great, airy feel.","Quaint, Sunny Austin Studio rental",https://www.airbnb.com/rooms/1733137?location=Austin%2C%20TX,September,2013,[78704]
13821,66,1,5,Austin,14-Jul,"Welcome to your home away from home with resort amenities &amp; excellence all around. Located in NE Austin only 9 miles from Downtown &amp; 2 minutes walking distance from a full gym, pool, tennis, &amp; basketball courts. Offering a private room and bathroom.",Quiet and Peaceful Getaway Resort,https://www.airbnb.com/rooms/3879676?location=Bastrop%20County%2C%20TX,July,2014,[78754]
13825,65,1,7,Austin,12-Feb,"My place is just a few miles west of downtown with easy access to Mopac, the Ann and Roy Butler hike and bike trail, public transit and numerous Austin gems like Mt. Bonnell, Deep Eddy and Barton Springs\n\nNo Television\n\nMy place is welcome to solo adventurers, couples and business travelers of all backgrounds.\n\nCoffee and tea, as well as pantry items like oil and seasonings, are available for your use.\n\nI rent another room in the place out, so you may be sharing the common space at times.",Bed + bath near Lady Bird Lake,https://www.airbnb.com/rooms/16916949?location=Austin%2C%20TX,February,2012,[78703]
13826,125,3,7,Austin,13-Nov,"2014 home w/ 3 bedrooms, 2 baths that sleeps 4 comfortably (6 with air provided air mattress). Full kitchen, living room, master suite, driveway parking, dining area, laundry, WiFi. You need a car but you never have to touch I-35 to get downtown",(MOTO GP) New Home in East Austin,https://www.airbnb.com/rooms/1943518?location=Bastrop%20County%2C%20TX,November,2013,[78724]
13848,90,0,5,Austin,13-Feb,"Our cozy cottage located in our backyard garden is your own private oasis. Queen bed, hardwood floors, walk-in shower, high-speed internet, and a 1/2 acre lot right outside your door--complete with chickens and the cutest pot-belly pig in Austin.",Garden Cottage in East Austin,https://www.airbnb.com/rooms/2528473?location=Austin%2C%20TX,February,2013,[78723]
13855,72,1,6,Austin,14-Aug,"Private, clean, and cozy room in Hyde Park. We are 3 friendly artists plus a puppy that would love host you and let you know all that Austin has to offer! Located right on the bus line and near adorable coffee shops and restaurants. Come on in!",Room for rent near UT/Hyde Park,https://www.airbnb.com/rooms/3979017?location=Austin%2C%20TX,August,2014,[78705]
13863,45,1,5,Austin,17-Apr,"Quiet relax atmosphere just 10 minutes from downtown. 1 bed room 1 bath with washer dryer included,queen bed everything all white, balcony, 17ft tall ceilings, garden tub separate from shower. Privacy and quite neighbors, own desires parking spot. Pets welcome, gym open anytime with lap pool, tv outside and bar b q pit.",luxury apartment west of austin,https://www.airbnb.com/rooms/18449468?location=Austin%2C%20TX,April,2017,[78735]
13874,40,0,8,Austin,14-May,"Tiny house 811 is one of 10+ AirBnB units for rent at the Community First Village, a 27-acre master planned community for the homeless in East Austin.\nThere is a nearby individual-style bathhouse and outdoor kitchen. Gardens, chickens, goats, donkeys, bees, blacksmithing, timberframing and more are happening right outside your window. It's a Village for the chronically homeless that is visited by thousands annually who come to experience the Village through our AirBnB as well as volunteer work!",Tiny House 811 at MLF Community First Village,https://www.airbnb.com/rooms/17623664?location=Bastrop%20County%2C%20TX,May,2014,[78724]
13912,650,3,8,Austin,12-Jan,"Want to be 1 mile from F1 Formula Race ?? This is the house for you.... 3 bedroom 2 bath home with internet and 3 TVs completely furnished. Large Backyard. Only 15 minutes from Downtown Austin. 5 minutes from Airport. My home is available for Formula 1 Race, ACL Fest. SXSW... If you look at the backyard Pics. you can see the Track....If you are in need of a Car...I have one available to rent.....",Formula 1 Track is 1 mile from Home,https://www.airbnb.com/rooms/720212?location=Bastrop%20County%2C%20TX,January,2012,[78617]
13933,50,1,9,Austin,14-Jul,"Cozy, clean, private space located in the best up-and-coming neighborhood in East Austin. 1.3 miles from the Boardwalk at Lady Bird Lake, a short drive to great local grub, nifty shopping, &amp; THE best bars in town, perfect for a weekend getaway, or a business trip. Rent a car, take the bus, or use one of Austin’s many rideshare options, to be downtown in less than 10 minutes","Cozy, Private Bed & Bath in Hip East Side",https://www.airbnb.com/rooms/17365518?location=Austin%2C%20TX,July,2014,[78741]
13946,99,1,6,Austin,15-Mar,"If you're a minimalist, you'll enjoy this apartment! With 10 ft ceilings, an open layout, this 1 bedroom feels incredibly spacious, perfect for two! You're going to love the natural feel of this apartment if you love the outdoors. We have a forest tapestry and natural wood accents everywhere! Perfectly goes with what Austin is known for!",Austin Open Apt 12 mins downtown!!!,https://www.airbnb.com/rooms/17435342?location=Bee%20Cave%2C%20TX,March,2015,[78745]
13960,50,1,6,Austin,14-Oct,"Private room in 1940s cottage. Great backyard, historic Austin neighborhood. Less than 3 block walk from restaurants, bars &amp; grocery. 5 minutes to UT, 10 minutes to downtown/6th/Rainey/Zilker. Two adorable cats.",Comfy room near UT and downtown,https://www.airbnb.com/rooms/4270825?location=Austin%2C%20TX,October,2014,[78751]
13985,40,1,6,Austin,15-May,"This homey private bedroom is located near the heart of downtown Austin. Only a 10-minute walk to the UT campus and only a 10-minute drive to the infamous 6th street! There are many attractions nearby such as The Texas State Capitol, The Blanton Museum of Art, and many others. There are also a variety of different restaurants close by that will satisfy any craving! \n\nThis room will have access to a shared kitchen and living room, as shown in the pictures.",Homey Private Room in West Campus,https://www.airbnb.com/rooms/18631886?location=Austin%2C%20TX,May,2015,[78705]
14014,99,0,7,Austin,16-Jan,"Updated, private &amp; immaculate studio cottage in a charming neighborhood in central Austin. Private entrance &amp; patio. Newly furnished! 15 min drive to downtown Austin. Our vintage 29' Airstream trailer with two twin beds is available for an additional fee.\n\nTo make your stay more comfortable, you'll find stocked toiletries, snacks, coffee and fixings, and fresh eggs from our pet chickens. Coffee maker, tea kettle, toaster, blender, hair dryer, clothing steamer &amp; printer are at your disposal!",Modern Cottage w/ Private Patio- Great location!,https://www.airbnb.com/rooms/17209248?location=Austin%2C%20TX,January,2016,[78757]
14016,215,1,6,Austin,16-Sep,"Our place is in the heart of beautiful downtown Austin within walking distance to the Convention Center, Rainey Street, 6th Street, The Bat Bridge, Kayak Rentals, Zilker Park, The Frank Erwin Center, and the Palmer Events Center. You’ll love our place because of its close proximity to restaurants, bars, live music, nightlife, and event centers! It is the ideal place to stay for events and festivals in and around Austin, and is also perfect for business travel and families with children!",Convenient Downtown Luxury on Rainey Street,https://www.airbnb.com/rooms/15058997?location=Austin%2C%20TX,September,2016,[78701]
14018,95,0,7,Austin,14-Jun,"Condo remodeled and clean. Perfect for 2 people, full-size murphy bed. Location is Clarksville neighborhood, which is 1.5 miles due West from the State Capitol. Easy access to all of Austin's hottest spots!","Cozy, quiet condo in heart of city.",https://www.airbnb.com/rooms/4145599?location=Austin%2C%20TX,June,2014,[78703]
14020,119,1,6,Austin,14-Sep,"You’ll have the guest bedroom in our 2 bedroom house. Your room has a king bed and twin sofabed. You're welcome to the common areas. (The other room is ours). \nWe're in “old downtown”, perfect for anyone who wants to be close to everything.",Large guest room in old downtown,https://www.airbnb.com/rooms/11461480?location=Austin%2C%20TX,September,2014,[78701]
14021,325,1,4,Austin,16-Apr,"Custom Built, Boutique Luxury 1 Bedroom, 2 Story Penthouse at The Bennett on 51st St. Make your self right at home in this upscale, impressive space right in the heart of everything Austin has to offer! Excellent location just 3 miles to downtown!",Luxury Penthouse Near Downtown!,https://www.airbnb.com/rooms/12734278?location=Austin%2C%20TX,April,2016,[78751]
14025,40,1,8,Austin,12-Apr,"I rent out a private room in a spacious 5 bedroom house on the trendy east side of Austin. The room is an addition built on top of the house with its own spacious closet, private bath and bedroom. \n\nPerks: \n* $7-10 Ride to DT (bars, Historic 6th St, resturants, * Lady Bird Lake, and much more)\n* Bus 17 is located at the end of our block, this bus will take you downtown, and runs late at night. \n* Big back yard, DOGS WELCOME!\n* Shared Washer &amp; Dryer\n* Plenty of free parking\n\n:)",Private Bedroom & Bath - Close to downtown!,https://www.airbnb.com/rooms/19113833?location=Austin%2C%20TX,April,2012,[78702]
14033,50,1,9,Austin,14-Dec,"Super bright &amp; cozy bedroom tucked in the back of a Mueller midcentury charmer! My home is just a 10 minute ride to east downtown, direct access to I-35, and sits directly off Manor, a cyclist-friendly road strung with locally owned restaurants, food trucks, artisan coffee shops, bars, etc.",Bright & Cozy Room in 1950's East Austin Charmer,https://www.airbnb.com/rooms/17513329?location=Austin%2C%20TX,December,2014,[78723]
